timestamp,ear,mar,pitch,roll,yaw,blink_count,yawn_count,eye_closed_frames,norm_ear,norm_mar,norm_pitch,norm_roll,norm_yaw,baseline_progress,severity,severity_score,label
1783016356.2476957,0.29508232761321207,0.6069688031623903,169.53715560543083,-0.7652587099765601,-0.052267321924973346,2.0,6.0,0.0,1.0992233807602847,1.9342945746994082,1.0689453646569418,-0.7957160401036185,-0.19192635124286028,0.1425,medium,0.75,medium
1783016356.2888162,0.27508561428916145,0.6105614952342453,169.83331152493122,-0.6198583152647456,-0.12464321384959291,2.0,6.0,0.0,1.023776266978586,1.9450590673299895,1.0712318400364425,-0.6494573839748801,-0.46050483240399637,0.14333333333333334,medium,0.75,medium
1783016356.368515,0.24957446476005898,0.6297709528475213,167.91845239510087,-0.7449241828108392,-0.5599410492051949,2.0,6.0,0.0,0.9297001590165962,2.005548643510215,1.0595685601634581,-0.7865097177855844,-2.081543361788123,0.14416666666666667,medium,0.75,medium
1783016356.7353895,0.3043998384885518,0.6290855504363274,168.47981903304614,-0.46041344435990705,-0.24847565289187246,2.0,6.0,0.0,1.1328739640638226,2.003104562988329,1.0643305184838916,-0.4925215829299673,-0.9376771138331191,0.145,medium,0.75,medium
1783016356.805295,0.31027070346635766,0.5863790504816035,167.31620932999428,-0.5795231411897764,-0.03406265845561021,2.0,6.0,0.0,1.1536464880256125,1.8668769758209147,1.058193778558287,-0.6282155976402463,-0.1305190510946624,0.14583333333333334,medium,0.75,medium
1783016356.92624,0.3106289198210608,0.589438627998349,167.4751634494588,-0.8507870048192301,0.5332801506600794,2.0,6.0,0.0,1.1525030000915943,1.8763268820325056,1.0593630615894956,-0.9294692978681469,2.012449053722923,0.14666666666666667,medium,0.75,medium
1783016356.9934304,0.33529583606837443,0.5929403767398448,169.23173544926934,-0.9365878143133956,0.43881554218792296,2.0,6.0,0.0,1.2413622471603116,1.8871811787333204,1.070639992982218,-1.0152814127551557,1.6312673989293458,0.1475,medium,0.75,medium
1783016357.0611546,0.3165938104274801,0.6293120426819548,168.9459193328059,-1.2487674295591957,1.0032533260530034,2.0,6.0,0.0,1.1715441055661853,2.0029376403565626,1.0689811856188445,-1.3434261313989997,3.7066037572674415,0.14833333333333334,medium,0.75,medium
1783016357.1351423,0.3212103706268392,0.610457133773689,168.47358044762595,-1.3506138863568118,1.5038637077172783,2.0,6.0,0.0,1.188041845034129,1.9429220305532684,1.066141553275914,-1.4420579316921127,5.522208974147353,0.14916666666666667,medium,0.75,medium
1783016357.2050962,0.31537562743513414,0.5898269384654451,167.494487172173,-1.1126623153661233,1.3484718973400704,2.0,6.0,0.0,1.166274867438223,1.8769122019364195,1.06008937597709,-1.18134933411466,4.950068496863881,0.15,medium,0.75,medium
